Reference,ep-headnote,ep-headnote-language,ep-catchword,ep-catchword-language,Case Code,Country,Appeal Number,Year
J850021DP1,"[DE] Regel 88 EPÜ erlaubt es nicht, die Erfindung, auf die sich ein Antrag auf Patenterteilung bezieht, auszutauschen. Dies ist selbst dann nicht möglich, wenn der Antrag auf Berichtigung nach Regel 88 EPÜ sofort nach Einreichung der Anmeldung gestellt und zweifelsfrei nachgewiesen wird, dass eine dem Willen des Anmelders widersprechende Verwechslung der Erfindung vorliegt.",DE,,None,J,EP,0021,1985
J850021DX1,"[DE] Regel 88 EPÜ erlaubt es nicht, die Erfindung, auf die sich ein Antrag auf Patenterteilung bezieht, auszutauschen. Dies ist selbst dann nicht möglich, wenn der Antrag auf Berichtigung nach Regel 88 EPÜ sofort nach Einreichung der Anmeldung gestellt und zweifelsfrei nachgewiesen wird, dass eine dem Willen des Anmelders widersprechende Verwechslung der Erfindung vorliegt.",DE,,None,J,EP,0021,1985
J850021EP1,"[EN] Rule 88 EPC does not permit an invention covered by a request for grant of a patent to be exchanged for another, even if a request for correction under Rule 88 EPC is submitted immediately the application has been filed and it is demonstrated beyond doubt that the inventions were unintentionally confused.",EN,,None,J,EP,0021,1985
J850021FP1,"[FR] La règle 88 de la CBE ne permet pas de substituer une autre invention à laquelle se rapporte une requête en délivrance d'un brevet, même si la requête en rectification prévue par cette règle est présentée aussitôt après le dépôt de la demande et que la preuve irréfutable est rapportée qu'il y a eu erreur sur l'invention, contrairement à la volonté du demandeur.",FR,,None,J,EP,0021,1985
J850022DP1,"[DE] Artikel 8(3)(b) der Gebührenordnung kann im Einzelfall auch dann angewendet werden, wenn der formgerechte und rechtzeitige Überweisungsauftrag storniert und durch eine andere Zahlungsart ersetzt wurde.",DE,,None,J,EP,0022,1985
J850022DX1,"[DE] Artikel 8(3)(b) der Gebührenordnung kann im Einzelfall auch dann angewendet werden, wenn der formgerechte und rechtzeitige Überweisungsauftrag storniert und durch eine andere Zahlungsart ersetzt wurde.",DE,,None,J,EP,0022,1985
J850022EP1,[EN] Article 8(3)(b) of the Rules relating to Fees may in individual cases be considered as applying where a payment order issued in due form and on time is cancelled and replaced by another means of payment.,EN,,None,J,EP,0022,1985
J850022FP1,"[FR] Dans un cas particulier, l'article 8(3)(b) du règlement relatif aux taxes peut être applicable même si l'ordre de virement donné en bonne et due forme et dans les délais a été annulé et qu'un autre mode de paiement lui ait été substitué.",FR,,None,J,EP,0022,1985
J850023DP1,"[DE] Das europäische Patentübereinkommen und seine Ausführungsordnung in ihrer geltenden Fassung schliessen die Begründung eines Anmeldetages nach Artikel 75(1)(b), Satz 2, i.V.m. Artikel 80 EPÜ nicht aus, wenn die europäische Patentanmeldung durch Telekopie bei einer nationalen Behörde für den gewerblichen Rechtsschutz eingereicht wird. Voraussetzung ist allerdings, dass die Behörde der Öffentlichkeit entsprechende technische Möglichkeiten auch zum Zwecke der Einreichung von Patentanmeldungen zur Verfügung stellt.",DE,,None,J,EP,0023,1985
J850023DX1,"[DE] Das europäische Patentübereinkommen und seine Ausführungsordnung in ihrer geltenden Fassung schliessen die Begründung eines Anmeldetages nach Artikel 75(1)(b), Satz 2, i.V.m. Artikel 80 EPÜ nicht aus, wenn die europäische Patentanmeldung durch Telekopie bei einer nationalen Behörde für den gewerblichen Rechtsschutz eingereicht wird. Voraussetzung ist allerdings, dass die Behörde der Öffentlichkeit entsprechende technische Möglichkeiten auch zum Zwecke der Einreichung von Patentanmeldungen zur Verfügung stellt.",DE,,None,J,EP,0023,1985
J850023EP1,"[EN] Nothing in the present version of the European Patent Convention or its Implementing Regulations precludes a date of filing pursuant to Article 75(1)(b) second sentence, in conjunction with Article 80 EPC being accorded to a European patent application filed by telecopier at a national industrial property office, provided the authority concerned makes corresponding technical facilities available to the public which may be used for filing patent applications.",EN,,None,J,EP,0023,1985
J850023FP1,"[FR] La Convention sur le brevet européen et son règlement d'exécution, dans leur version actuelle, n'excluent pas la possibilité d'attribuer une date de dépôt au sens où l'entend l'article 75(1)(b), deuxième phrase en liaison avec l'article 80 CBE, lorsque la demande de brevet européen est déposée par télécopie auprès d'un service national de la propriété industrielle. Néanmoins, cela suppose que ce service mette à la disposition du public des moyens techniques appropriés, susceptibles d'être également utilisés pour le dépôt de demandes de brevet.",FR,,None,J,EP,0023,1985
J850900DP1,"[DE] Wenn die Eingangsstelle entscheiden muss, ob nach Regel 69(2) EPÜ ein Rechtsverlust nach dem EPÜ eingetreten ist, so heisst das nicht, dass sie im Sinne des Artikels 116(2) EPÜ ""beabsichtigt, die euro- päische Patentanmeldung zurückzuweisen"". Die Eingangsstelle kann also einen Antrag des Anmelders auf mündliche Verhandlung zurückweisen, wenn sie diese nicht für sachdienlich erachtet.",DE,,None,J,EP,0900,1985
J850900EP1,"[EN] I. A case in which the Receiving Section has to decide whether the loss of a right has resulted from the EPC in accordance with Rule 69(2) EPC is not a case in which the Receiving Section ""envisages refusing the European Patent Application"" within the meaning of Article 116(2) EPC. Accordingly, the Receiving Section can refuse an applicant's request for oral proceedings in the case if it does not consider such proceedings expedient. II. The legal incapacity of a professional representative of an applicant for or proprietor of a European patent for the purposes of Rule 90(1)(c) EPC (interruption of proceedings) concerns his incapacity to carry out professional work on behalf of a client. Since there is a unified European profession of representatives before the EPO, there has to be a uniform standard of judging such legal incapacity in order to avoid differences in the application of Rule 90(1)(c) EPC depending on the nationality or domicile of the representative. III. A reasonable basis for decisions on the matter by the EPO is the test: was the representative concerned in a fit mental state to do the work required of him at the material time or did he lack the capacity to make rational decisions and to take necessary actions? IV. Reliable medical opinion is necessary, as well as all available reliable information about the representative's conduct at the material time. V. If several representatives are appointed but only one is named in the Request for Grant, in accordance with the instructions on EPO Form 1001.1, the subsequent legal incapacity of that representative will result in interruption of proceedings in accordance with Rule 90(1)(c) EPC unless at least one of the other representatives is aware, or in the circumstances should have been aware, of the incapacity of the named representative.",EN,,None,J,EP,0900,1985
J850900EX1,"[EN] I. A case in which the Receiving Section has to decide whether the loss of a right has resulted from the EPC in accordance with Rule 69(2) EPC is not a case in which the Receiving Section ""envisages refusing the European Patent Application"" within the meaning of Article 116(2) EPC. Accordingly, the Receiving Section can refuse an applicant's request for oral proceedings in the case if it does not consider such proceedings expedient. II. The legal incapacity of a professional representative of an applicant for or proprietor of a European patent for the purposes of Rule 90(1)(c) EPC (interruption of proceedings) concerns his incapacity to carry out professional work on behalf of a client. Since there is a unified European profession of representatives before the EPO, there has to be a uniform standard of judging such legal incapacity in order to avoid differences in the application of Rule 90(1)(c) EPC depending on the nationality or domicile of the representative. III. A reasonable basis for decisions on the matter by the EPO is the test: was the representative concerned in a fit mental state to do the work required of him at the material time or did he lack the capacity to make rational decisions and to take necessary actions? IV. Reliable medical opinion is necessary, as well as all available reliable information about the representative's conduct at the material time. V. If several representatives are appointed but only one is named in the Request for Grant, in accordance with the instructions on EPO Form 1001.1, the subsequent legal incapacity of that representative will result in interruption of proceedings in accordance with Rule 90(1)(c) EPC unless at least one of the other representatives is aware, or in the circumstances should have been aware, of the incapacity of the named representative.",EN,,None,J,EP,0900,1985
J850900FP1,"[FR] 1. Une affaire dans laquelle la Section de dépôt doit déterminer s'il y a eu perte de droit en vertu de la règle 69(2) CBE ne constitue pas un cas où la Section de dépôt ""envisage de rejeter la demande de brevet européen"" au sens de l'article 116(2) CBE. La Section de dépôt peut donc ne pas accueillir une requête du demandeur aux fins d'une procédure orale si elle ne juge pas celle-ci utile. 2. Aux fins de la règle 90(1)(c) CBE (interruption de la procédure) l'incapacité légale du mandataire agréé représentant un demandeur ou un titulaire de brevet européen concerne l'incapacité d'accomplir sa mission au nom de son client. Etant donnée l'existence d'une catégorie professionelle unifiée, celle de mandataires agréés près l'OEB,il convient d'établir une norme uniforme dans l'appréciation de l'incapacité légale, afin d'éviter une application hétérogène de la règle 90(1)(c) CBE qui varierait suivant la nationalité ou le domicile du mandataire. 3. Toute décision prise par l'OEB en la matière peut raisonnablement se fonder sur le critère suivant: l'intéressé jouis-sait-il à l'époque considérée des facultés mentales nécessaires à l'accomplissement de sa mission ou se trouvait-il dans l'incapacité de prendre des décisions rationelles et d'agir en conséquence? 4. Il convient de s'entourer d'un avis médical autorisé, ainsi que de tous les renseignements dignes de foi sur la conduite du mandataire à l'époque considérée. 5. Si plusieurs mandataires ont été désignés mais que l'un d'entre eux seulement est mentionné dans la requête en délivrance, conformément aux instructions contenues dans le formulaire OEB 1001.1, l'incapacité légale ultérieurement constatée de ce mandataire aura pour effet l'interruption de la procédure en vertu de la règle 90(1)(c) de la CBE, sauf si l'un au moins des autres mandataires a eu ou aurait dû avoir connaissance de l'incapacité de son confrère.",FR,,None,J,EP,0900,1985
